604,Parente & Brian Snõddy,['Hamletback Goliath'],['Hamletback Goliath']
79,Ron Spencer,"['False Memories', 'Torment', 'Apocalypse', 'Unhinged', 'Judgment', 'Planeshift', 'Eventide', 'Planechase 2012 Edition', 'Magic: The Gathering-Commander', 'Revised Edition', 'Mirrodin', 'Time Spiral', ""Urza's Destiny"", 'Magic 2011', 'Mirage', 'Commander 2016', 'Darksteel', 'Commander 2015', 'Tempest', 'Scourge', 'Fifth Edition', 'Magic 2010', 'Planechase', 'Stronghold', ""Urza's Saga"", 'Commander 2013 Edition', 'Saviors of Kamigawa', 'Visions', 'Morningtide', 'Limited Edition Beta', 'Seventh Edition', 'Limited Edition Alpha', 'Unlimited Edition', 'Exodus', 'Archenemy', 'Ice Age', 'Ninth Edition', 'Vanguard', 'Onslaught', 'Prophecy', 'Unglued', 'Champions of Kamigawa', 'Ravnica: City of Guilds', 'Fourth Edition', 'Magic: The Gathering—Conspiracy', 'Planechase Anthology', 'Betrayers of Kamigawa', 'Coldsnap', 'Tenth Edition', 'Invasion', 'Classic Sixth Edition', 'Odyssey', 'Fallen Empires', 'The Dark', 'Lorwyn', 'Conspiracy: Take the Crown', 'Time Spiral ""Timeshifted""', 'Eighth Edition', 'Guildpact', 'Nemesis', ""Urza's Legacy"", 'Shadowmoor', 'Legions', 'Fifth Dawn', 'Alliances', 'Weatherlight', 'Mercadian Masques']","['False Memories', 'Liquify', 'Boneshard Slasher', 'Degavolver', 'Standard Bearer', 'Bloodfire Dwarf', 'Aether Mutation', 'Last Stand', 'Wordmail', 'Infernal Spawn of Infernal Spawn of Evil', 'B-I-N-G-O', 'Cabal Therapy', 'Planar Chaos', 'Venomous Vines', 'Maggot Carrier', ""Gaea's Might"", 'Radiant Kavu', 'Phosphorescent Feast', 'Unnerving Assault', 'Last Stand', 'Chromeshell Crab', 'Aura Shards', 'Terror', 'Razor Barrier', 'Confusion in the Ranks', 'Dragon Blood', ""Krark's Thumb"", 'Sidewinder Sliver', 'Crookclaw Transmuter', 'Sporesower Thallid', 'Strength in Numbers', 'Slinking Skirge', 'Squirming Mass', 'Marker Beetles', 'Plated Spider', 'Crystal Ball', 'Ersatz Gnomes', 'Ventifact Bottle', 'Crypt Cobra', 'Hammer of Bogardan', 'Soul Echo', 'Yare', 'Reflect Damage', 'Sungrass Prairie', 'Darksteel Gargoyle', 'Spellbinder', 'Blatant Thievery', 'Diabolic Edict', 'Knight of Dusk', 'Spinal Graft', 'Rootwater Diver', 'Thalakos Seer', 'Heart Sliver', 'Renegade Warlord', 'Knight of Dawn', 'Repentance', 'Vhati il-Dal', 'Dragonstalker', 'Metamorphose', ""Mind's Desire"", 'Reaping the Graves', 'Bog Imp', 'Bog Rats', 'Necrite', 'Paralyze', 'Terror', 'Thrull Retainer', 'Sibilant Spirit', 'Instill Energy', 'Lifeforce', 'Marsh Viper', 'Warp World', 'Menacing Ogre', 'Ivy Elemental', 'Mob Justice', 'Change of Heart', 'Fanning the Flames', 'Hornet Cannon', 'Spined Sliver', 'Ransack', 'Serpent Warrior', 'Sliver Queen', ""Volrath's Shapeshifter"", 'Angelic Chorus', 'Hermetic Study', 'Carrion Beetles', 'Crazed Skirge', 'Ravenous Skirge', 'Skirge Familiar', 'Skittering Skirge', 'Vebulid', ""Yawgmoth's Will"", 'Fault Line', 'Lightning Dragon', 'Sporogenesis', 'Phyrexian Processor', 'Endless Cockroaches', 'Plow Through Reito', 'Secretkeeper', 'Glitterfang', 'Diamond Kaleidoscope', 'Magma Mine', 'Spider Climb', 'Burrenton Bombardier', 'Release the Ants', 'Terror', 'Unsummon', 'Bedlam', 'Lightning Blast', 'Wall of Fire', 'Wildfire', 'Monstrous Growth', 'Ensnaring Bridge', 'Soul Net', 'Terror', 'Terror', 'Merfolk Looter', 'Cursed Flesh', 'Entropic Specter', 'Mind Maggots', 'Plaguebearer', 'Crashing Boars', 'Jackalope Herd', 'Skullcage', 'Ashen Ghoul', 'Flow of Maggots', 'Sibilant Spirit', 'Dire Wolves', 'Kjeldoran Knight', 'Serpent Warrior', 'Guerrilla Tactics', 'Mana Clash', 'Norwood Ranger', 'Crovax', 'Ashnod', 'Whipcorder', 'Ascending Aven', 'Blatant Thievery', 'Quicksilver Dragon', 'Commando Raid', 'Goblin Sledder', 'Menacing Ogre', 'Reckless One', 'Chain of Acid', 'Venomspout Brackus', 'Infernal Genesis', 'Rhystic Syphon', 'Snag', 'Infernal Spawn of Evil', 'Krazy Kow', 'Squirrel Farm', 'Squirrel token card', 'Kami of the Painted Road', 'Pull Under', 'Soulless Revival', 'Earthshaker', 'Ember-Fist Zubera', 'Warp World', 'Rolling Spoil', 'Bog Imp', 'Terror', 'Word of Binding', 'Marsh Viper', 'Crookclaw Transmuter', 'Last Stand', 'In the Web of War', 'Overblaze', 'Roar of Jukai', 'Ronom Serpent', 'Surging Flame', 'Shape of the Wiitigo', 'Unsummon', 'Warp World', 'Crucible of Worlds', 'The Hive', 'Swamp', 'Rout', 'Sapphire Leech', 'Tolarian Emissary', 'Desperate Research', 'Goham Djinn', 'Skizzik', 'Thicket Elemental', 'Aura Shards', 'Swamp', 'Swamp', 'Heavy Ballista', 'Sibilant Spirit', 'Bog Rats', 'Terror', 'Aether Flash', 'Hammer of Bogardan', 'Soulcatcher', 'Burning Sands', 'Firebolt', 'Flame Burst', 'Mad Dog', 'Whipkeeper', 'Ivy Elemental', 'New Frontiers', 'Sungrass Prairie', 'Armor Thrull', 'Necrite', 'Order of the Ebon Hand', 'Thrull Retainer', 'Svyelunite Priest', 'Thallid', 'Thallid Devourer', 'Goblin Grenade', 'Bog Imp', 'Bog Rats', 'Word of Binding', 'Water Wurm', 'Marsh Viper', 'Savaen Elves', 'Goblin Digging Team', 'Goblin Shrine', 'Miracle Worker', 'Scarwood Goblins', 'Turtleshell Changeling', 'Blades of Velis Vel', 'Boggart Forager', 'Goatnapper', 'Strength in Numbers', 'Thallid', 'Spined Sliver', 'Vhati il-Dal', 'Unsummon', 'Maggot Carrier', 'Serpent Warrior', 'Guerrilla Tactics', 'Hammer of Bogardan', 'Mana Clash', 'Monstrous Growth', 'Norwood Ranger', 'Ensnaring Bridge', 'Runeboggle', 'Ostiary Thrull', 'Schismotivate', 'Avenger en-Dal', 'Skyshroud Poacher', ""Rath's Edge"", 'Anthroplasm', 'Walking Sponge', 'Bone Shredder', 'Parch', 'Might of Oaks', 'Rite of Consumption', 'Rustrazor Butcher', 'Mudbrawler Raiders', 'Pili-Pala', 'Chromeshell Crab', 'Crookclaw Elder', 'Goblin Dynamo', 'Unstable Hulk', 'Feedback Bolt', 'Crucible of Worlds', 'Skullcage', 'Splintering Wind', 'Pyrokinesis', 'Misfortune', 'Serrated Biskelion', 'Liege of the Hollows', 'Aether Flash', 'Cone of Flame', 'Goblin Bomb', 'Heavy Ballista', 'Trap Runner', 'Saprazzan Bailiff', 'Battle Rampart', 'Close Quarters', 'Barbed Wire']"
52,Adi Granov,"['Bloodchief Ascension', 'Worldwake', 'Rise of the Eldrazi', 'Conspiracy: Take the Crown']","['Bloodchief Ascension', 'Horizon Drake', 'Akoum Battlesinger', 'Kiln Fiend', ""Ogre's Cleaver"", 'Kiln Fiend']"
159,Doug Chaffee,"['Cheatyface', 'Unhinged', 'Judgment', 'Planeshift', 'Magic: The Gathering-Commander', 'Mirrodin', 'Time Spiral', 'Commander 2016', 'Tempest', 'Planechase', 'Stronghold', 'Seventh Edition', 'Exodus', 'Ninth Edition', 'Onslaught', 'Unglued', 'Commander 2014', 'Ravnica: City of Guilds', 'Betrayers of Kamigawa', 'Tenth Edition', 'Invasion', 'Classic Sixth Edition', 'Fifth Dawn', 'Mercadian Masques']","['Cheatyface', 'Magical Hacker', 'Spell Counter', 'Ray of Revelation', 'Wormfang Newt', 'Confound', 'Oblation', 'Blinding Beam', 'Crystal Shard', 'Goblin War Wagon', 'Granite Shard', 'Heartwood Shard', 'Leonin Scimitar', 'Pearl Shard', 'Skeleton Shard', 'Corpulent Corpse', 'Sarpadian Empires, Vol. VII', 'Oblation', 'Booby Trap', 'Phyrexian Grimoire', 'Skyshroud Condor', 'Enraging Licid', 'No Quarter', 'Spontaneous Combustion', 'Boros Swiftblade', 'Skeleton Shard', 'Rebound', 'Tidal Surge', 'Purify', 'Elvish Archers', 'Storm Cauldron', 'Sphere of Resistance', 'Thopter Squadron', 'Booby Trap', 'Oblation', 'Goblin Machinist', 'Skirk Prospector', 'Riptide Replicator', 'Swamp', 'Gerrymandering', 'Oblation', 'Boros Swiftblade', ""Pariah's Shield"", 'Slumbering Tora', 'Leonin Scimitar', 'Searing Rays', 'Power Armor', 'Air Elemental', 'Tidal Surge', 'Armed Response', 'Iron-Barb Hellion', 'Goblin Cannon', 'Saprazzan Outrigger', 'Crash']"
270,Bob Eggleton,"['Peregrine Drake', 'Magic: The Gathering-Commander', 'Mirage', 'Fifth Edition', 'Planechase', ""Urza's Saga"", 'Visions', 'Ninth Edition', 'Commander 2014', 'Planechase Anthology', 'Eighth Edition', 'Weatherlight']","['Peregrine Drake', 'Savage Twister', 'Savage Twister', 'Swamp', 'Swamp', 'Swamp', 'Swamp', 'Evil Presence', 'Karma', 'Savage Twister', 'Gilded Drake', 'Great Whale', 'Peregrine Drake', 'Veiled Serpent', 'Fiery Mantle', ""Shiv's Embrace"", 'Shivan Hellkite', 'Shivan Raptor', 'Vernal Bloom', 'Drifting Meadow', 'Lichenthrope', 'Everglades', 'Thundermare', 'Swamp', 'Everglades', 'Peregrine Drake', 'Karma', 'Vernal Bloom', 'Swamp', 'Thundermare', 'Alabaster Dragon']"
119,Jeremy Jarvis,"['Prodigal Pyromancer', 'Dissension', 'Unhinged', 'Magic: The Gathering-Commander', 'Mirrodin', 'Time Spiral', 'Magic 2011', 'Commander 2016', 'Darksteel', 'Commander 2015', 'Magic 2013', 'Commander Anthology', 'Magic 2010', 'Planechase', 'Commander 2017', 'Commander 2013 Edition', 'Saviors of Kamigawa', 'Magic 2014 Core Set', 'Morningtide', 'Shards of Alara', 'Archenemy', 'Ninth Edition', 'Commander 2014', 'Champions of Kamigawa', 'Ravnica: City of Guilds', 'Conflux', 'Coldsnap', 'Tenth Edition', 'Lorwyn', 'Eighth Edition', 'Guildpact', 'Shadowmoor', 'Fifth Dawn', 'Magic 2012', 'Magic Origins', 'Magic 2015 Core Set']","['Prodigal Pyromancer', 'Assault Zeppelid', 'Rakdos Guildmage', 'Assquatch', 'Red-Hot Hottie', 'Fat Ass', 'Lightning Greaves', 'Lightning Greaves', 'Loxodon Warhammer', 'Psychogenic Probe', 'Viridian Longbow', 'Divine Congregation', 'Magus of the Disk', 'Walk the Aeons', 'Liege of the Pit', 'Island', 'Negate', 'Prodigal Pyromancer', 'Reverse the Sands', 'Lightning Greaves', 'Loxodon Warhammer', 'Mosswort Bridge', 'Psychic Overload', 'Lightning Greaves', 'Loxodon Warhammer', 'Mosswort Bridge', 'Negate', 'Lightning Greaves', 'Negate', 'Prodigal Pyromancer', 'Might of Oaks', 'Loxodon Warhammer', 'Lightning Greaves', 'Loxodon Warhammer', 'Mosswort Bridge', 'Mosswort Bridge', ""Shinen of Stars' Light"", 'Endless Swarm', 'Molting Skin', 'Negate', 'Negate', 'Ad Nauseam', 'Rakdos Guildmage', 'Lightning Greaves', 'Mosswort Bridge', 'Plagiarize', 'Sift', 'Loxodon Warhammer', 'Adarkar Valkyrie', 'Loxodon Warhammer', 'Island', 'Reverse the Sands', ""Minamo, School at Water's Edge"", 'Sins of the Past', 'Manaforce Mace', 'Obelisk of Alara', 'Adarkar Valkyrie', 'Krovikan Mist', 'Deathmark', 'Plagiarize', 'Sift', 'Deathmark', 'Prodigal Pyromancer', 'Might of Oaks', 'Regeneration', 'Loxodon Warhammer', 'Galepowder Mage', 'Mournwhelk', 'Prowess of the Fair', 'Dauntless Dourbark', 'Mosswort Bridge', 'Deflection', 'Cerebral Vortex', 'Yore-Tiller Nephilim', 'Mossbridge Troll', 'Scuttlemutt', 'Auriok Windwalker', 'Beacon of Tomorrows', 'Negate', 'Negate', 'Negate']"
40,Matt Cavotta,"['Living Tsunami', 'Zendikar', 'Torment', 'Planar Chaos', 'Dissension', 'Apocalypse', 'Unhinged', 'Judgment', 'Planeshift', 'Eventide', 'Planechase 2012 Edition', 'Magic: The Gathering-Commander', 'Mirrodin', 'Time Spiral', 'Alara Reborn', 'Magic 2011', 'Commander 2016', 'Darksteel', 'Unstable', 'Commander 2015', 'Magic 2013', 'Commander Anthology', 'Scourge', 'Magic 2010', 'Planechase', 'Commander 2017', 'Commander 2013 Edition', 'Saviors of Kamigawa', 'Magic 2014 Core Set', 'Morningtide', 'Seventh Edition', 'Worldwake', 'Shards of Alara', 'Archenemy', 'Ninth Edition', 'Explorers of Ixalan', 'Onslaught', 'Future Sight', 'Scars of Mirrodin', 'Rise of the Eldrazi', 'Prophecy', 'Commander 2014', 'Champions of Kamigawa', 'Ravnica: City of Guilds', 'Magic: The Gathering—Conspiracy', 'Planechase Anthology', 'Betrayers of Kamigawa', 'Conflux', 'Coldsnap', 'Tenth Edition', 'Invasion', 'Odyssey', 'Lorwyn', 'Conspiracy: Take the Crown', 'Time Spiral ""Timeshifted""', 'Eighth Edition', 'Guildpact', 'Nemesis', 'New Phyrexia', 'Mirrodin Besieged', 'Shadowmoor', 'Legions', 'Fifth Dawn', 'Magic 2012', 'Magic Origins', 'Mercadian Masques', 'Magic 2015 Core Set']","['Living Tsunami', 'Rite of Replication', 'Bala Ged Thief', 'Goblin Ruinblaster', 'Slaughter Cry', 'Timbermaw Larva', 'Stern Judge', 'Skywing Aven', 'Nantuko Blightcutter', 'Parallel Evolution', 'Blood Knight', 'Uktabi Drake', 'Groundbreaker', 'Squealing Devil', 'Protean Hulk', 'Jaded Response', 'Tundra Kavu', 'Anavolver', 'Ebony Treefolk', 'Mise', 'Brawn', 'Folk Medicine', 'Dark Suspicions', 'Alpha Kavu', 'Thornscape Battlemage', 'Questing Phelddagrif', ""Cenn's Enlistment"", 'Duergar Mine-Captain', 'Hobgoblin Dragoon', 'Spitemare', 'Skullsnatcher', 'Fact or Fiction', 'Furnace Whelp', 'Brawn', 'Elvish Aberration', 'Symbiotic Wurm', 'Yavimaya Elder', 'Roar of the Kha', 'Skyhunter Patrol', 'Shared Fate', 'Bloodscent', 'Copperhoof Vorrac', 'Scythe of the Wretched', 'Tower of Fortunes', 'Lim-Dûl the Necromancer', 'Jaya Ballard, Task Mage', 'Mask of Riddles', 'Flurry of Wings', 'Siege Mastodon', 'Wild Griffin', 'Hoarding Dragon', 'Giant Growth', 'Master of Etherium', 'Etched Oracle', 'Stir the Pride', 'Retract', ""Lich's Tomb"", 'Thought Dissector', 'Summon the Pack', 'Fact or Fiction', 'Rite of Replication', 'Caller of the Claw', 'Furnace Whelp', 'Furnace Whelp', 'Astral Steel', 'Reward the Faithful', 'Skirk Volcanist', 'Elvish Aberration', 'Siege Mastodon', 'Giant Growth', 'Great Sable Stag', 'Mold Adder', 'Master of Etherium', 'Etched Oracle', 'Argentum Armor', 'Tower Gargoyle', 'Pristine Talisman', 'Tower of Fortunes', 'Erayo, Soratami Ascendant', ""Erayo's Essence"", ""Pain's Reward"", ""Shinen of Life's Roar"", 'Siege Mastodon', 'Giant Growth', 'Warren Weirding', 'Weirding Shaman', 'Sensation Gorger', 'Fighting Drake', 'Hibernation', 'Inspiration', 'Crypt Rats', 'Plague Beetle', 'Goblin Spelunkers', 'Scavenger Folk', 'Surrakar Banisher', 'Bazaar Trader', 'Tuktuk Scrapper', 'Scourglass', 'Esper Battlemage', 'Master of Etherium', 'Tower Gargoyle', 'Battering Craghorn', 'Furnace Whelp', 'Imperial Hellkite', ""Shinen of Life's Roar"", 'Dream Prowler', 'Trade Routes', 'Icy Manipulator', 'Giant Growth', 'Future Sight', 'Disciple of Malice', 'Headhunter', 'Battering Craghorn', 'Goblin Piledriver', 'Crown of Vigor', 'Leery Fogbeast', 'Symbiotic Wurm', 'Putrid Cyclops', 'Yixlid Jailer', 'Cyclical Evolution', 'Dissipation Field', 'Carapace Forger', 'Argentum Armor', 'Etched Champion', ""Golem's Heart"", 'Mimic Vat', 'Glimmerpost', 'Glory Seeker', 'Knight of Cliffhaven', 'Unified Will', 'Raid Bombardment', 'Quicksilver Wall', 'Rethink', 'Pygmy Razorback', 'Rite of Replication', 'Argentum Armor', 'Pristine Talisman', 'Horizon Seed', 'Kami of the Palace Fields', 'Takeno, Samurai General', 'Squelch', 'Akki Lavarunner', 'Tok-Tok, Volcano Born', 'Zo-Zu the Punisher', 'Firemane Angel', 'Fact or Fiction', 'Elvish Aberration', 'Skullsnatcher', 'Hundred-Talon Strike', 'Chisei, Heart of Oceans', 'Toils of Night and Day', 'Skullsnatcher', 'Shuriken', 'Court Homunculus', 'Faerie Mechanist', 'Worldly Counsel', 'Magmatic Core', ""Jester's Scepter"", 'Skyhunter Patrol', 'Wild Griffin', 'Time Stretch', 'Furnace Whelp', 'Giant Growth', 'Icy Manipulator', 'Empress Galina', 'Maniacal Rage', 'Stand or Fall', 'Canopy Surge', 'Treefolk Healer', 'Noble Panther', 'Phyrexian Lens', 'Mountain', 'Mystic Visionary', 'Extract', 'Frightcrawler', 'Dwarven Shrine', 'Shower of Coals', 'Volcanic Spray', 'Still Life', 'Iridescent Angel', 'Silvergill Adept', 'Dread', 'Wydwen, the Biting Gale', 'Wild Griffin', 'Hexplate Golem', 'Thornscape Battlemage', 'Fighting Drake', 'Flash Counter', 'Hibernation', 'Inspiration', 'Trade Routes', 'Twiddle', 'Plague Beetle', 'Benediction of Moons', 'Goblin Flectomancer', 'Lawbringer', 'Netter en-Dal', 'Spiritual Asylum', 'Mossdog', 'Saproling Cluster', 'Alloy Myr', 'Pristine Talisman', 'Gore Vassal', 'Viridian Corrupter', 'Hexplate Golem', 'Training Drone', 'Armored Ascension', 'Put Away', 'Silkbind Faerie', 'Ashenmoor Gouger', 'Guttural Response', 'Tattermunge Maniac', 'Crested Craghorn', 'Imperial Hellkite', 'Caller of the Claw', 'Stand Firm', 'Lose Hope', 'Furnace Whelp', 'Etched Oracle', 'Siege Mastodon', 'Slaughter Cry', 'Goblin Piledriver', 'Muzzle', 'Ramosian Sky Marshal', 'Trade Routes', 'Scandalmonger', 'Subterranean Hangar', 'Hoarding Dragon', 'Furnace Whelp']"
336,Ash Wood,"['Jhessian Zombies', 'Magic 2011', 'Magic 2010', 'Magic 2014 Core Set', 'Shards of Alara', 'Explorers of Ixalan', 'Conspiracy: Take the Crown', 'Magic 2012', 'Magic 2015 Core Set']","['Jhessian Zombies', 'Child of Night', 'Child of Night', 'Child of Night', ""Lich's Mirror"", 'Child of Night', 'Child of Night', 'Child of Night', 'Child of Night']"
201,Min Yum,"['Hopeful Eidolon', 'Theros', 'Gatecrash', ""Dragon's Maze"", 'Khans of Tarkir', 'Commander 2015', 'Journey into Nyx', 'Commander Anthology', 'Commander 2013 Edition', 'Magic 2014 Core Set', 'Fate Reforged', 'Born of the Gods', 'Dominaria', 'Dragons of Tarkir', 'Aether Revolt', 'Return to Ravnica', 'Archenemy: Nicol Bolas', 'Eldritch Moon', 'Kaladesh', 'Amonkhet', 'Hour of Devastation', 'Ixalan', 'New Phyrexia', 'Shadows over Innistrad', 'Magic 2012', 'Magic Origins', 'Magic 2015 Core Set']","['Hopeful Eidolon', 'Lagonna-Band Elder', 'Artisan of Forms', 'Baleful Eidolon', 'Nightveil Specter', 'Species Gorger', 'Act of Treason', 'Seek the Horizon', 'Smoke Teller', 'Dream Pillager', 'Brain Maggot', 'Eidolon of Blossoms', 'Strength from the Fallen', 'Unexpectedly Absent', 'Unexpectedly Absent', 'Windreader Sphinx', 'Lifebane Zombie', 'Sandblast', 'Flamerush Rider', 'Flamewake Phoenix', 'Eternity Snare', 'Forsaken Drifters', 'Chromanticore', 'Eviscerate', 'Song of Freyalise', 'Sidisi, Undead Vizier', 'Obscuring Aether', 'Stormrider Rig', 'Disallow', 'Spawn of Rix Maadi', 'This World Belongs to Me', 'Stormblood Berserker', 'Mirrorwing Dragon', 'Essence Extraction', 'Angel of Sanctions', 'Sunscorched Desert', 'Dune Diviner', 'Plains', 'Island', 'Swamp', 'Mountain', 'Forest', 'Chancellor of the Annex', 'Lost Leonin', 'Melira, Sylvok Outcast', 'Shrine of Limitless Power', 'Farbog Revenant', 'Westvale Abbey', 'Ormendahl, Profane Prince', 'Stormblood Berserker', 'Nightsnare', 'Cruel Sadist', 'Paragon of Open Graves']"
592,Alton Lawson,['Verduran Emissary'],['Verduran Emissary']
107,William O'Connor,"['Riftmarked Knight', 'Planar Chaos', 'Eventide', 'Commander 2015', 'Tempest', 'Morningtide', 'Tenth Edition', 'Lorwyn', 'Shadowmoor']","['Riftmarked Knight', 'Shade of Trokair', 'Pouncing Wurm', 'Razorfin Abolisher', 'Savage Conception', 'Sunrise Sovereign', 'Storm Front', 'Crown of Flames', 'Graceful Reprieve', 'Fencer Clique', 'Vengeful Firebrand', 'Persuasion', 'Forced Fruition', 'Streambed Aquitects', 'Moonglove Winnower', 'Thorntooth Witch', 'Sunrise Sovereign', 'Safehold Sentry', 'Spiteflame Witch']"
325,Janine Johnston,"['Careful Consideration', 'Time Spiral', 'Magic 2011', 'Mirage', 'Fifth Edition', 'Ninth Edition', 'Classic Sixth Edition', 'Eighth Edition']","['Careful Consideration', 'Smallpox', 'Azure Drake', 'Early Harvest', 'Fallow Earth', 'Karoo Meerkat', 'Nettletooth Djinn', 'Volcanic Dragon', 'Mtenda Griffin', 'Azure Drake', 'Aspect of Wolf', 'Sacred Nectar', 'Azure Drake', 'Natural Spring', 'Volcanic Dragon', 'Early Harvest', 'Fallow Earth', 'Sacred Nectar']"
265,Ron Brown,"['Fang Skulkin', 'Eventide', 'Commander 2016', 'Shadowmoor']","['Fang Skulkin', 'Leering Emblem', 'Cauldron of Souls', 'Sinking Feeling', 'Cauldron of Souls', 'Gnarled Effigy', 'Tatterkite']"
177,Joel Thomas,"[""Granny's Payback"", 'Commander 2013 Edition', 'Champions of Kamigawa', 'Ravnica: City of Guilds', 'Betrayers of Kamigawa', 'Coldsnap']","[""Granny's Payback"", 'Deepfire Elemental', 'Psychic Puppetry', 'Unearthly Blizzard', 'Orochi Leafcaller', 'Copy Enchantment', 'Sewerdreg', 'Shambling Shell', 'Genju of the Spires', 'Squall Drifter', 'Controvert', 'Deepfire Elemental']"
130,Jeremy Jarvis & Wayne Reynolds,['Nettling Curse'],['Nettling Curse']
347,Larry Elmore,"['Swamp', 'Seventh Edition', 'Ninth Edition', 'Tenth Edition', 'Invasion', 'Odyssey', 'Eighth Edition', 'Magic Origins']","['Swamp', 'Mana Clash', 'Lure', 'Swamp', 'Swamp', 'Might Weaver', 'Might Weaver', 'Thornscape Master', 'Mystic Penitent', 'Childhood Horror', 'Seafloor Debris', 'Island', 'Forest', 'Swamp', 'Swamp']"
530,Jonathan Kuo,"['Stampeding Horncrest', 'Dominaria', 'Ixalan']","['Stampeding Horncrest', 'Territorial Allosaurus', 'Nest Robber', 'Rampaging Ferocidon', 'Thrash of Raptors', 'Commune with Dinosaurs', 'Regisaur Alpha']"
195,Peter Mohrbacher,"['Dauntless Onslaught', 'Theros', 'Magic: The Gathering-Commander', 'Gatecrash', ""Dragon's Maze"", 'Dark Ascension', 'Khans of Tarkir', 'Commander 2016', 'Commander 2015', 'Magic 2013', 'Journey into Nyx', 'Battle for Zendikar', 'Commander Anthology', 'Fate Reforged', 'Born of the Gods', 'Avacyn Restored', 'Innistrad', 'Dragons of Tarkir', 'Return to Ravnica', 'Commander 2014', 'Conspiracy: Take the Crown', 'Magic 2012', 'Magic Origins', 'Magic 2015 Core Set']","['Dauntless Onslaught', 'Stymied Hopes', 'Swan Song', 'Erebos, God of the Dead', 'Ill-Tempered Cyclops', ""Pharika's Mender"", 'Animar, Soul of Elements', 'Cloudfin Raptor', 'Last Thoughts', 'Scatter Arc', 'Killing Glare', 'Midnight Recovery', 'Murmuring Phantasm', 'Blood Scrivener', 'Sire of Insanity', 'Zombie Apocalypse', 'Drogskol Captain', 'Mardu Blazebringer', 'Swan Song', 'Eater of Hope', 'Ghost Quarter', 'Island', 'Knight of Glory', 'Knight of Infamy', 'Island', 'Pharika, God of Affliction', ""Ulamog's Despoiler"", 'Complete Disregard', 'Eater of Hope', 'Ghost Quarter', 'Destructor Dragon', ""Ugin's Construct"", 'Brimaz, King of Oreskos', 'Eater of Hope', 'Fated Return', 'Mogis, God of Slaughter', 'Tibalt, the Fiend-Blooded', 'Chapel Geist', 'Bloodgift Demon', 'Rage Thrower', 'Grimgrin, Corpse-Born', 'Gavony Township', 'Ghost Quarter', ""Hedonist's Trove"", 'Dreg Mangler', 'Trestle Troll', 'Wayfaring Temple', 'Bloodgift Demon', 'Ghost Quarter', 'Ill-Tempered Cyclops', ""Pharika's Mender"", 'Island', 'Talent of the Telepath', ""Erebos's Titan"", 'Genesis Hydra', 'Nissa, Worldwaker', 'Island']"
477,M. W. Kaluta & DiTerlizzi,"['Jinxed Ring', 'Stronghold']","['Jinxed Ring', 'Verdant Touch']"
174,David Day,"['Yet Another Aether Vortex', 'Mirrodin', 'Archenemy', 'Onslaught', 'Future Sight', 'Invasion']","['Yet Another Aether Vortex', 'Steel Wall', 'Stalking Stones', 'Spin into Myth', 'Plains', 'Mountain', 'Spin into Myth', 'Smoldering Tar']"
506,G. Darrow & I. Rabarot,"['Brood of Cockroaches', 'Visions']","['Brood of Cockroaches', 'Kyscu Drake', 'Goblin Swine-Rider', 'Relentless Assault', 'Spitting Drake', 'Army Ants']"
267,Omar Rayyan,"['Glen Elendra', 'Commander 2016', 'Commander 2015', 'Planechase', 'Morningtide', 'Future Sight', 'Planechase Anthology', 'Lorwyn', 'Shadowmoor']","['Glen Elendra', 'Windbrisk Heights', 'Hostility', ""Raven's Run"", 'Distant Melody', 'Stingmoggie', 'Mistmeadow Skulk', 'Glen Elendra', ""Raven's Run"", 'Goldmeadow Dodger', 'Glen Elendra Pranksters', 'Final Revels', 'Hostility', 'Tar Pitcher', 'Tarfire', 'Windbrisk Heights', 'Plains', 'Forest', 'Kithkin Rabble', 'Mistmeadow Skulk', 'Windbrisk Raptor', 'Cemetery Puca', 'Plains', 'Island']"
285,Puddnhead,"['Grave Pact', 'Magic: The Gathering-Commander', 'Mirrodin', 'Time Spiral', 'Darksteel', 'Planechase', 'Saviors of Kamigawa', 'Ninth Edition', 'Ravnica: City of Guilds', 'Tenth Edition', 'Eighth Edition', 'Fifth Dawn']","['Grave Pact', 'Troll Ascetic', 'Temporal Cascade', 'Moriok Scavenger', 'Terror', 'Atog', 'Troll Ascetic', 'Nightmare Lash', 'Stronghold Overseer', 'Neurok Prodigy', 'Hunger of the Nim', 'Grave Pact', 'Door to Nothingness', 'Deathknell Kami', ""Kuro's Taken"", 'Grave Pact', 'Unholy Strength', 'Peel from Reality', 'Roofstalker Wight', 'Grave Pact', 'Troll Ascetic', 'Unholy Strength', 'Door to Nothingness']"
341,Matt Cavotta & Richard Whitters,"['Merfolk Spy', 'Magic 2014 Core Set']","['Merfolk Spy', 'Merfolk Spy']"
